feature,score
t,1
R,0.9739642543111323
NHc,0.9552000310779928
Bj,0.9040069127887849
E8,0.7544775351601566
E9,0.6821501557337843
Fp3,0.6622935448844722
Nr,0.5983277049325206
E4,0.5857525931295506
E1,0.5655356191851288
Narh,0.5278025715230137
E2,0.4497209236423888
E7,0.42340617232063715
E5,0.4165576258871231
mai,0.4163051591497178
Nc,0.3923216083531399
ML,0.3115508280371616
Hka,0.2961195084156705
Bt,0.2926214388897145
Nalh,0.27650825948429414
Mai,0.2369370682119688
