feature,score
R,1
E9,0.9411764705882353
Bj,0.8823529411764706
E8,0.8235294117647058
ML,0.7647058823529411
Bt,0.7058823529411764
E7,0.6470588235294118
mai,0.5882352941176471
t,0.5294117647058824
Hka,0.47058823529411764
Fp3,0.4117647058823529
Mai,0.3529411764705882
E2,0.2941176470588236
E4,0.23529411764705888
E1,0.17647058823529416
NHc,0.11764705882352944
Nc,0.05882352941176472
E5,0
Narh,NA
Nalh,NA
Nr,NA
