feature,score
R,1
E9,0.95
ML,0.9
E8,0.85
E2,0.8
Bt,0.75
t,0.7
E7,0.6499999999999999
Hka,0.6
E4,0.55
mai,0.5
Mai,0.44999999999999996
Nc,0.3999999999999999
Bj,0.35
Nr,0.29999999999999993
Fp3,0.25
Nalh,0.19999999999999996
E5,0.1499999999999999
Narh,0.09999999999999998
E1,0.04999999999999993
NHc,0
