feature,score
R,1
E9,0.95
E8,0.9
Hka,0.85
ML,0.8
Bt,0.75
Bj,0.7
Fp3,0.6499999999999999
mai,0.6
E7,0.55
Mai,0.5
Nc,0.44999999999999996
Nr,0.3999999999999999
E5,0.35
E2,0.29999999999999993
t,0.25
NHc,0.19999999999999996
E4,0.1499999999999999
E1,0.09999999999999998
Nalh,0.04999999999999993
Narh,0
