feature,score
R,1
E9,0.95
Bt,0.9
ML,0.85
t,0.8
E7,0.75
E8,0.7
E4,0.6499999999999999
Hka,0.6
mai,0.55
E1,0.5
Nc,0.44999999999999996
Fp3,0.3999999999999999
Mai,0.35
E2,0.29999999999999993
Nalh,0.25
Bj,0.19999999999999996
Nr,0.1499999999999999
NHc,0.09999999999999998
E5,0.04999999999999993
Narh,0
