feature,score
mai,0.5288018777733969
Mai,0.49583668984192053
E9,0.489725291561297
R,0.36518711350436456
E7,0.35138832537683445
ML,0.2469520764994018
E8,0.22981596055381284
Nalh,0.2217748472798801
Fp3,0.21593082988751808
NHc,0.21522331462445646
t,0.18617504190808518
E5,0.16674718222469448
Bt,0.1488912424026122
E4,0.136529509517401
Bj,0.1332276127190614
E1,0.13311816156196243
Nc,0.11215937400858422
Narh,0.11177807959943523
E2,0.09798077022859447
Nr,0.010508433316274882
Hka,0.010290267291130382
